RMSE: 0.000000
generatedErrors : 0
Accuracy :Accuracy :100.0%
Expected=261430, Predicted=261430 (err=0)
Expected=2640893, Predicted=2640893 (err=0)
Expected=565687, Predicted=565687 (err=0)
Expected=5163273, Predicted=5163273 (err=0)
Expected=7322367, Predicted=7322367 (err=0)
Expected=7608614, Predicted=7608614 (err=0)
Expected=3355698, Predicted=3355698 (err=0)
Expected=5194893, Predicted=5194893 (err=0)
Expected=2895291, Predicted=2895291 (err=0)
Expected=5556888, Predicted=5556888 (err=0)
Expected=1563661, Predicted=1563661 (err=0)
Expected=6914289, Predicted=6914289 (err=0)
Expected=5244282, Predicted=5244282 (err=0)
Expected=1517558, Predicted=1517558 (err=0)
Expected=2868319, Predicted=2868319 (err=0)
Expected=9413117, Predicted=9413117 (err=0)
Expected=3461247, Predicted=3461247 (err=0)
Expected=190952, Predicted=190952 (err=0)
Expected=8817677, Predicted=8817677 (err=0)
Expected=5556400, Predicted=5556400 (err=0)
Expected=2655893, Predicted=2655893 (err=0)
Expected=8155096, Predicted=8155096 (err=0)
Expected=4991154, Predicted=4991154 (err=0)
Expected=210541, Predicted=210541 (err=0)
Expected=8747159, Predicted=8747159 (err=0)
Expected=9326594, Predicted=9326594 (err=0)
Expected=2694945, Predicted=2694945 (err=0)
Expected=5655909, Predicted=5655909 (err=0)
Expected=8230696, Predicted=8230696 (err=0)
Expected=5137774, Predicted=5137774 (err=0)
Expected=3145178, Predicted=3145178 (err=0)
Expected=1652110, Predicted=1652110 (err=0)
Expected=8871669, Predicted=8871669 (err=0)
Expected=9433766, Predicted=9433766 (err=0)
Expected=2216206, Predicted=2216206 (err=0)
Expected=2060924, Predicted=2060924 (err=0)
Expected=1621246, Predicted=1621246 (err=0)
Expected=9090800, Predicted=9090800 (err=0)
Expected=326614, Predicted=326614 (err=0)
Expected=7634331, Predicted=7634331 (err=0)
Expected=9807703, Predicted=9807703 (err=0)
Expected=9014013, Predicted=9014013 (err=0)
Expected=3884703, Predicted=3884703 (err=0)
Expected=912913, Predicted=912913 (err=0)
Expected=4076606, Predicted=4076606 (err=0)
Expected=5202717, Predicted=5202717 (err=0)
Expected=6697557, Predicted=6697557 (err=0)
Expected=363731, Predicted=363731 (err=0)
Expected=4525359, Predicted=4525359 (err=0)
Expected=2430237, Predicted=2430237 (err=0)
Expected=1604299, Predicted=1604299 (err=0)
Expected=2356143, Predicted=2356143 (err=0)
Expected=1874528, Predicted=1874528 (err=0)
Expected=8144091, Predicted=8144091 (err=0)
Expected=2708406, Predicted=2708406 (err=0)
Expected=6056206, Predicted=6056206 (err=0)
Expected=2345015, Predicted=2345015 (err=0)
Expected=1758003, Predicted=1758003 (err=0)
Expected=5099150, Predicted=5099150 (err=0)
Expected=7108437, Predicted=7108437 (err=0)
Expected=4390912, Predicted=4390912 (err=0)
Expected=3038111, Predicted=3038111 (err=0)
Expected=5933315, Predicted=5933315 (err=0)
Expected=2101488, Predicted=2101488 (err=0)
Expected=9385966, Predicted=9385966 (err=0)
Expected=9583255, Predicted=9583255 (err=0)
Expected=9087573, Predicted=9087573 (err=0)
Expected=4008298, Predicted=4008298 (err=0)
Expected=7850075, Predicted=7850075 (err=0)
Expected=7553216, Predicted=7553216 (err=0)
Expected=8097448, Predicted=8097448 (err=0)
